model,version,table,field,ref_table,ref_field,name
pedsnet,v1,care_site,location_id,location,location_id,fpk_care_site_location
pedsnet,v1,care_site,place_of_service_concept_id,concept,concept_id,fpk_care_site_place
pedsnet,v1,concept,vocabulary_id,vocabulary,vocabulary_id,fpk_concept_vocabulary
pedsnet,v1,condition_occurrence,condition_concept_id,concept,concept_id,fpk_condition_concept
pedsnet,v1,condition_occurrence,condition_type_concept_id,concept,concept_id,fpk_condition_type_concept
pedsnet,v1,concept_ancestor,ancestor_concept_id,concept,concept_id,fpk_concept_ancestor_concept_1
pedsnet,v1,concept_ancestor,descendant_concept_id,concept,concept_id,fpk_concept_ancestor_concept_2
pedsnet,v1,concept_relationship,concept_id_1,concept,concept_id,fpk_concept_relationship_c_1
pedsnet,v1,concept_relationship,concept_id_2,concept,concept_id,fpk_concept_relationship_c_2
pedsnet,v1,concept_relationship,relationship_id,relationship,relationship_id,fpk_concept_relationship_id
pedsnet,v1,concept_synonym,concept_id,concept,concept_id,fpk_concept_synonym_concept
pedsnet,v1,condition_occurrence,person_id,person,person_id,fpk_condition_person
pedsnet,v1,condition_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_condition_visit
pedsnet,v1,death,death_type_concept_id,concept,concept_id,fpk_death_type_concept
pedsnet,v1,death,person_id,person,person_id,fpk_death_person
pedsnet,v1,observation,observation_concept_id,concept,concept_id,fpk_observation_concept
pedsnet,v1,observation,observation_type_concept_id,concept,concept_id,fpk_observation_type_concept
pedsnet,v1,observation,person_id,person,person_id,fpk_observation_person
pedsnet,v1,observation,unit_concept_id,concept,concept_id,fpk_observation_unit
pedsnet,v1,observation,value_as_concept_id,concept,concept_id,fpk_observation_value
pedsnet,v1,observation,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_observation_visit
pedsnet,v1,observation_period,person_id,person,person_id,fpk_observation_period_person
pedsnet,v1,person,care_site_id,care_site,care_site_id,fpk_person_care_site
pedsnet,v1,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
pedsnet,v1,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
pedsnet,v1,person,location_id,location,location_id,fpk_person_location
pedsnet,v1,person,provider_id,provider,provider_id,fpk_person_provider
pedsnet,v1,person,race_concept_id,concept,concept_id,fpk_person_race_concept
pedsnet,v1,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
pedsnet,v1,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
pedsnet,v1,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
pedsnet,v1,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
pedsnet,v1,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
pedsnet,v1,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty
pedsnet,v1,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
pedsnet,v1,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
pedsnet,v1,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
pedsnet,v1,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
pedsnet,v1,visit_occurrence,person_id,person,person_id,fpk_visit_person
pedsnet,v1,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
