model,version,table,field,type,length,precision,scale,default
pedsnet,v5.1,location,address_1,string,,,,
pedsnet,v5.1,location,address_2,string,,,,
pedsnet,v5.1,location,city,string,,,,
pedsnet,v5.1,location,county,string,,,,
pedsnet,v5.1,location,location_id,biginteger,,,,
pedsnet,v5.1,location,location_source_value,string,,,,
pedsnet,v5.1,location,state,string,,,,
pedsnet,v5.1,location,zip,string,,,,
pedsnet,v5.1,location,country_concept_id,integer,,,,
pedsnet,v5.1,location,country_source_value,string,,,,
pedsnet,v5.1,location,longitude,float,,,,
pedsnet,v5.1,location,latitude,float,,,,
