model,version,table,field,type,length,precision,scale,default
pcornet,v3,vital,bp_position,string,2,,,
pcornet,v3,vital,diastolic,number,,6,2,
pcornet,v3,vital,encounterid,string,,,,
pcornet,v3,vital,ht,number,,10,2,
pcornet,v3,vital,measure_date,date,,,,
pcornet,v3,vital,measure_time,string,5,,,
pcornet,v3,vital,original_bmi,number,,10,2,
pcornet,v3,vital,patid,string,,,,
pcornet,v3,vital,raw_bp_position,string,,,,
pcornet,v3,vital,raw_diastolic,string,,,,
pcornet,v3,vital,raw_systolic,string,,,,
pcornet,v3,vital,raw_tobacco,string,,,,
pcornet,v3,vital,raw_tobacco_type,string,,,,
pcornet,v3,vital,smoking,string,2,,,
pcornet,v3,vital,systolic,number,,6,2,
pcornet,v3,vital,tobacco,string,2,,,
pcornet,v3,vital,tobacco_type,string,2,,,
pcornet,v3,vital,vitalid,string,,,,
pcornet,v3,vital,vital_source,string,2,,,
pcornet,v3,vital,wt,number,,10,2,
